"Date","Price","Open","High","Low","Vol.","Change %"
"07/06/2010","9,743.62","9,689.21","9,858.13","9,659.01","216.71M","0.59%"
"07/02/2010","9,686.48","9,732.23","9,770.87","9,614.32","199.57M","-0.47%"
"07/01/2010","9,732.53","9,773.27","9,795.48","9,621.89","262.82M","-0.42%"
"06/30/2010","9,774.02","9,868.34","9,908.92","9,753.84","235.09M","-0.98%"
"06/29/2010","9,870.30","10,135.72","10,135.80","9,811.92","290.50M","-2.65%"
"06/28/2010","10,138.52","10,143.05","10,201.93","10,101.41","164.10M","-0.05%"
"06/25/2010","10,143.81","10,153.48","10,202.91","10,081.08","434.50M","-0.09%"
"06/24/2010","10,152.80","10,297.08","10,298.06","10,128.85","244.44M","-1.41%"
"06/23/2010","10,298.44","10,293.30","10,368.04","10,227.24","195.10M","0.05%"
"06/22/2010","10,293.52","10,441.95","10,493.57","10,283.40","175.75M","-1.43%"
"06/21/2010","10,442.41","10,452.46","10,594.16","10,395.55","165.19M","-0.08%"
"06/18/2010","10,450.64","10,435.00","10,483.44","10,424.49","338.02M","0.16%"
"06/17/2010","10,434.17","10,409.98","10,441.20","10,319.22","181.07M","0.24%"
"06/16/2010","10,409.46","10,404.24","10,429.03","10,332.60","165.70M","0.05%"
"06/15/2010","10,404.77","10,192.40","10,408.32","10,192.40","203.17M","2.10%"
"06/14/2010","10,190.89","10,211.83","10,328.67","10,186.21","177.92M","-0.20%"
"06/11/2010","10,211.07","10,166.78","10,215.98","10,082.71","187.89M","0.38%"
"06/10/2010","10,172.53","9,901.67","10,185.83","9,901.67","221.73M","2.76%"
"06/09/2010","9,899.25","9,941.57","10,065.14","9,867.73","222.68M","-0.41%"
"06/08/2010","9,939.98","9,812.94","9,953.66","9,757.55","259.68M","1.26%"
"06/07/2010","9,816.49","9,931.75","9,982.38","9,810.30","222.94M","-1.16%"
"06/04/2010","9,931.97","10,249.61","10,249.69","9,889.88","256.60M","-3.15%"
"06/03/2010","10,255.28","10,250.67","10,315.21","10,175.02","176.87M","0.06%"
"06/02/2010","10,249.54","10,025.61","10,254.22","10,025.61","200.85M","2.25%"
"06/01/2010","10,024.02","10,133.94","10,218.33","10,013.90","221.90M","-1.11%"
"05/28/2010","10,136.63","10,258.00","10,258.00","10,095.90","243.72M","-1.19%"
"05/27/2010","10,258.99","9,971.73","10,264.20","9,971.73","264.77M","2.85%"
"05/26/2010","9,974.45","10,045.11","10,179.03","9,952.68","316.08M","-0.69%"
"05/25/2010","10,043.75","10,061.43","10,061.66","9,774.48","316.96M","-0.23%"
"05/24/2010","10,066.57","10,193.46","10,196.41","10,052.67","211.43M","-1.24%"
"05/21/2010","10,193.39","10,063.93","10,198.53","9,918.82","438.22M","1.25%"
"05/20/2010","10,068.01","10,440.21","10,440.21","10,065.36","360.35M","-3.60%"
"05/19/2010","10,444.37","10,505.70","10,522.52","10,324.66","266.34M","-0.63%"
"05/18/2010","10,510.95","10,625.45","10,718.86","10,482.20","246.37M","-1.08%"
"05/17/2010","10,625.83","10,616.98","10,660.97","10,436.06","221.91M","0.05%"
"05/14/2010","10,620.16","10,780.68","10,780.75","10,537.25","256.50M","-1.51%"
"05/13/2010","10,782.95","10,896.61","10,920.27","10,771.69","201.48M","-1.05%"
"05/12/2010","10,896.91","10,742.15","10,909.08","10,742.15","196.63M","1.38%"
"05/11/2010","10,748.26","10,780.00","10,874.54","10,685.38","223.95M","-0.34%"
"05/10/2010","10,785.14","10,386.18","10,835.17","10,386.03","313.35M","3.90%"
"05/07/2010","10,380.43","10,519.42","10,579.12","10,241.23","428.73M","-1.33%"
"05/06/2010","10,520.32","10,862.22","10,879.76","9,869.62","459.88M","-3.20%"
"05/05/2010","10,868.12","10,918.40","10,946.79","10,814.84","218.83M","-0.54%"
"05/04/2010","10,926.77","11,149.48","11,149.48","10,869.25","242.10M","-2.02%"
"05/03/2010","11,151.83","11,009.60","11,177.67","11,009.60","178.08M","1.30%"
"04/30/2010","11,008.61","11,168.23","11,197.93","10,999.69","255.13M","-1.42%"
"04/29/2010","11,167.32","11,045.64","11,197.32","11,041.64","194.31M","1.11%"
"04/28/2010","11,045.27","10,988.87","11,078.52","10,965.38","236.76M","0.48%"
"04/27/2010","10,991.99","11,203.67","11,218.86","10,973.17","263.40M","-1.90%"
"04/26/2010","11,205.03","11,205.11","11,258.01","11,187.65","191.92M","0.01%"
"04/23/2010","11,204.28","11,132.18","11,205.64","11,105.65","207.38M","0.63%"
"04/22/2010","11,134.29","11,119.78","11,149.86","11,016.40","214.70M","0.08%"
"04/21/2010","11,124.92","11,116.91","11,153.72","11,071.34","188.88M","0.07%"
"04/20/2010","11,117.06","11,093.11","11,146.08","11,081.47","175.17M","0.23%"
"04/19/2010","11,092.05","11,018.36","11,095.30","10,977.85","214.85M","0.67%"
"04/16/2010","11,018.66","11,143.66","11,153.79","10,973.92","373.95M","-1.13%"
"04/15/2010","11,144.57","11,122.96","11,154.55","11,096.20","203.71M","0.19%"
"04/14/2010","11,123.11","11,020.70","11,125.22","11,020.63","223.92M","0.94%"
"04/13/2010","11,019.42","11,006.72","11,038.92","10,947.77","183.95M","0.12%"
"04/12/2010","11,005.97","10,996.75","11,029.77","10,992.21","153.96M","0.08%"
"04/09/2010","10,997.35","10,926.92","11,000.98","10,926.92","150.66M","0.64%"
"04/08/2010","10,927.07","10,896.99","10,949.36","10,844.09","158.93M","0.27%"
"04/07/2010","10,897.52","10,961.95","10,962.66","10,845.45","186.97M","-0.66%"
"04/06/2010","10,969.99","10,972.49","10,987.38","10,927.52","159.96M","-0.03%"
"04/05/2010","10,973.55","10,927.45","10,988.06","10,923.97","139.48M","0.43%"
"04/01/2010","10,927.07","10,857.31","10,956.39","10,857.31","159.51M","0.65%"
"03/31/2010","10,856.63","10,907.34","10,907.42","10,832.83","197.06M","-0.47%"
"03/30/2010","10,907.42","10,895.02","10,940.22","10,866.83","148.81M","0.11%"
"03/29/2010","10,895.86","10,849.23","10,916.64","10,849.23","136.71M","0.42%"
"03/26/2010","10,850.36","10,841.29","10,909.38","10,816.43","175.49M","0.08%"
"03/25/2010","10,841.21","10,837.51","10,955.48","10,834.19","200.33M","0.05%"
"03/24/2010","10,836.15","10,887.62","10,887.84","10,825.42","195.57M","-0.48%"
"03/23/2010","10,888.83","10,787.18","10,893.89","10,784.76","189.14M","0.95%"
"03/22/2010","10,785.89","10,741.00","10,809.85","10,695.13","157.20M","0.41%"
"03/19/2010","10,741.98","10,780.00","10,819.90","10,694.22","434.19M","-0.35%"
"03/18/2010","10,779.17","10,733.44","10,784.00","10,728.15","153.28M","0.42%"
"03/17/2010","10,733.67","10,686.36","10,767.98","10,686.36","194.19M","0.45%"
"03/16/2010","10,685.98","10,642.53","10,693.99","10,621.90","227.42M","0.41%"
"03/15/2010","10,642.15","10,623.41","10,644.19","10,570.51","160.57M","0.16%"
"03/12/2010","10,624.69","10,611.77","10,644.95","10,594.84","166.14M","0.12%"
"03/11/2010","10,611.84","10,560.98","10,611.84","10,507.17","149.99M","0.42%"
"03/10/2010","10,567.33","10,560.13","10,601.79","10,526.52","186.57M","0.03%"
"03/09/2010","10,564.38","10,552.24","10,612.60","10,533.93","219.86M","0.11%"
"03/08/2010","10,552.52","10,563.78","10,587.74","10,542.39","171.78M","-0.13%"
"03/05/2010","10,566.20","10,445.13","10,571.94","10,445.05","184.27M","1.17%"
"03/04/2010","10,444.14","10,396.53","10,452.38","10,390.86","165.74M","0.46%"
"03/03/2010","10,396.76","10,406.28","10,469.54","10,376.58","183.29M","-0.09%"
"03/02/2010","10,405.98","10,404.16","10,456.92","10,389.43","217.18M","0.02%"
"03/01/2010","10,403.79","10,326.10","10,413.99","10,326.10","173.75M","0.76%"
"02/26/2010","10,325.26","10,321.41","10,353.45","10,272.29","282.12M","0.04%"
"02/25/2010","10,321.03","10,366.60","10,366.68","10,185.83","242.55M","-0.51%"
"02/24/2010","10,374.16","10,284.00","10,393.51","10,283.93","181.45M","0.89%"
"02/23/2010","10,282.41","10,383.16","10,411.12","10,267.83","190.74M","-0.97%"
"02/22/2010","10,383.38","10,402.43","10,433.64","10,368.95","158.44M","-0.18%"
"02/19/2010","10,402.35","10,387.77","10,438.55","10,339.17","241.75M","0.09%"
"02/18/2010","10,392.90","10,309.39","10,406.58","10,294.51","185.31M","0.81%"
"02/17/2010","10,309.24","10,261.48","10,320.13","10,261.48","193.27M","0.39%"
"02/16/2010","10,268.81","10,100.81","10,279.54","10,100.81","234.90M","1.68%"
"02/12/2010","10,099.14","10,137.23","10,137.39","9,983.82","296.51M","-0.44%"
"02/11/2010","10,144.19","10,037.85","10,161.57","9,976.71","194.47M","1.05%"
"02/10/2010","10,038.38","10,055.46","10,085.54","9,962.96","178.60M","-0.20%"
"02/09/2010","10,058.64","9,910.28","10,139.43","9,910.06","236.21M","1.52%"
"02/08/2010","9,908.39","10,005.43","10,028.56","9,904.09","216.27M","-1.04%"
"02/05/2010","10,012.23","10,003.69","10,031.96","9,835.09","308.32M","0.10%"
"02/04/2010","10,002.18","10,273.12","10,273.12","9,998.03","304.25M","-2.61%"
"02/03/2010","10,270.55","10,291.73","10,307.20","10,231.93","198.94M","-0.26%"
"02/02/2010","10,296.85","10,186.13","10,314.84","10,173.59","237.14M","1.09%"
"02/01/2010","10,185.53","10,068.99","10,190.89","10,068.91","198.43M","1.17%"
"01/29/2010","10,067.33","10,122.04","10,239.34","10,043.75","316.90M","-0.52%"
"01/28/2010","10,120.46","10,236.92","10,258.83","10,055.08","240.05M","-1.13%"
"01/27/2010","10,236.16","10,194.29","10,255.06","10,104.36","262.17M","0.41%"
"01/26/2010","10,194.29","10,195.35","10,285.13","10,155.60","217.30M","-0.03%"
"01/25/2010","10,196.86","10,175.10","10,256.87","10,171.77","215.33M","0.23%"
"01/22/2010","10,172.98","10,389.58","10,389.58","10,157.64","323.66M","-2.09%"
"01/21/2010","10,389.88","10,603.91","10,614.94","10,374.69","304.29M","-2.01%"
"01/20/2010","10,603.15","10,719.69","10,719.92","10,517.30","203.27M","-1.14%"
"01/19/2010","10,725.43","10,608.37","10,729.89","10,591.97","192.15M","1.09%"
"01/15/2010","10,609.65","10,706.99","10,709.94","10,561.06","362.93M","-0.94%"
"01/14/2010","10,710.55","10,680.16","10,723.77","10,666.86","201.32M","0.28%"
"01/13/2010","10,680.77","10,628.09","10,709.26","10,614.49","202.85M","0.50%"
"01/12/2010","10,627.26","10,662.86","10,663.08","10,568.84","219.30M","-0.34%"
"01/11/2010","10,663.99","10,620.31","10,676.23","10,591.59","182.05M","0.43%"
"01/08/2010","10,618.19","10,606.40","10,619.40","10,554.33","172.71M","0.11%"
"01/07/2010","10,606.86","10,571.11","10,612.37","10,505.21","217.39M","0.31%"
"01/06/2010","10,573.68","10,564.72","10,594.99","10,546.55","186.04M","0.02%"
"01/05/2010","10,572.02","10,584.56","10,584.56","10,522.52","188.54M","-0.11%"
"01/04/2010","10,583.96","10,430.69","10,604.97","10,430.69","179.78M","1.50%"
"12/31/2009","10,428.05","10,548.51","10,555.01","10,423.13","137.94M","-1.14%"
"12/30/2009","10,548.51","10,544.36","10,550.70","10,505.66","110.16M","0.03%"
"12/29/2009","10,545.41","10,547.83","10,580.33","10,544.28","92.89M","-0.02%"
"12/28/2009","10,547.08","10,517.91","10,551.61","10,506.34","102.01M","0.26%"
"12/24/2009","10,520.10","10,467.12","10,522.06","10,461.68","52.67M","0.51%"
"12/23/2009","10,466.44","10,464.32","10,492.06","10,437.80","112.46M","0.01%"
"12/22/2009","10,464.93","10,414.67","10,479.82","10,414.59","135.08M","0.49%"
"12/21/2009","10,414.14","10,330.10","10,458.05","10,329.80","164.47M","0.83%"
"12/18/2009","10,328.89","10,309.39","10,372.35","10,263.90","480.08M","0.20%"
"12/17/2009","10,308.26","10,439.99","10,440.06","10,307.96","198.86M","-1.27%"
"12/16/2009","10,441.12","10,449.81","10,509.97","10,427.59","208.31M","-0.10%"
"12/15/2009","10,452.00","10,499.31","10,499.31","10,426.69","187.56M","-0.47%"
"12/14/2009","10,501.05","10,471.28","10,514.66","10,471.28","154.36M","0.28%"
"12/11/2009","10,471.50","10,403.41","10,484.05","10,400.08","179.97M","0.63%"
"12/10/2009","10,405.83","10,336.00","10,444.60","10,335.77","195.91M","0.67%"
"12/09/2009","10,337.05","10,282.85","10,342.27","10,235.63","188.61M","0.50%"
"12/08/2009","10,285.97","10,385.42","10,385.65","10,249.84","221.77M","-1.00%"
"12/07/2009","10,390.11","10,386.86","10,443.16","10,360.18","196.58M","0.01%"
"12/04/2009","10,388.90","10,368.57","10,516.70","10,311.81","460.66M","0.22%"
"12/03/2009","10,366.15","10,455.63","10,507.63","10,350.05","243.97M","-0.83%"
"12/02/2009","10,452.68","10,470.44","10,513.52","10,421.47","159.50M","-0.18%"
"12/01/2009","10,471.58","10,343.82","10,501.28","10,343.44","190.22M","1.23%"
"11/30/2009","10,344.84","10,309.77","10,364.34","10,263.29","223.58M","0.34%"
"11/27/2009","10,309.92","10,452.23","10,452.23","10,231.25","130.29M","-1.48%"
"11/25/2009","10,464.40","10,432.96","10,481.48","10,420.94","130.08M","0.29%"
"11/24/2009","10,433.71","10,451.25","10,453.97","10,359.58","163.75M","-0.16%"
"11/23/2009","10,450.95","10,320.13","10,495.61","10,320.05","182.35M","1.29%"
"11/20/2009","10,318.16","10,327.91","10,342.72","10,271.68","230.43M","-0.14%"
"11/19/2009","10,332.44","10,425.33","10,425.33","10,256.11","196.25M","-0.90%"
"11/18/2009","10,426.31","10,426.27","10,432.66","10,360.10","166.34M","-0.11%"
"11/17/2009","10,437.42","10,404.77","10,438.17","10,361.99","158.32M","0.29%"
"11/16/2009","10,406.96","10,267.53","10,434.24","10,267.45","202.57M","1.33%"
"11/13/2009","10,270.47","10,197.85","10,305.69","10,192.03","167.28M","0.72%"
"11/12/2009","10,197.47","10,289.82","10,321.64","10,171.24","183.81M","-0.91%"
"11/11/2009","10,291.26","10,247.42","10,341.97","10,246.14","166.92M","0.43%"
"11/10/2009","10,246.97","10,223.01","10,260.80","10,197.69","193.95M","0.20%"
"11/09/2009","10,226.94","10,020.62","10,228.23","10,020.62","227.47M","2.03%"
"11/06/2009","10,023.42","10,001.35","10,044.50","9,936.81","181.01M","0.17%"
"11/05/2009","10,005.96","9,807.80","10,013.07","9,807.80","211.04M","2.08%"
"11/04/2009","9,802.14","9,767.30","9,928.04","9,767.14","224.13M","0.31%"
"11/03/2009","9,771.91","9,787.47","9,787.47","9,703.89","231.52M","-0.18%"
"11/02/2009","9,789.44","9,712.13","9,858.59","9,678.95","242.46M","0.79%"
"10/30/2009","9,712.73","9,961.52","9,962.13","9,684.54","327.98M","-2.51%"
"10/29/2009","9,962.58","9,762.91","9,969.91","9,759.13","248.95M","2.05%"
"10/28/2009","9,762.69","9,881.11","9,902.42","9,758.08","257.37M","-1.21%"
"10/27/2009","9,882.17","9,868.34","9,947.54","9,837.96","237.06M","0.14%"
"10/26/2009","9,867.96","9,972.33","10,072.32","9,849.45","270.05M","-1.05%"
"10/23/2009","9,972.18","10,099.90","10,109.57","9,932.50","305.67M","-1.08%"
"10/22/2009","10,081.31","9,946.18","10,105.19","9,916.78","231.90M","1.33%"
"10/21/2009","9,949.36","10,038.84","10,119.47","9,943.76","251.05M","-0.92%"
"10/20/2009","10,041.48","10,092.42","10,098.39","9,992.81","214.50M","-0.50%"
"10/19/2009","10,092.19","9,996.67","10,117.96","9,995.15","186.24M","0.96%"
"10/16/2009","9,995.91","10,061.36","10,061.66","9,939.91","307.77M","-0.67%"
"10/15/2009","10,062.94","10,014.88","10,062.94","9,977.47","252.48M","0.47%"
"10/14/2009","10,015.86","9,873.55","10,027.73","9,873.48","284.81M","1.47%"
"10/13/2009","9,871.06","9,883.98","9,895.09","9,815.06","211.51M","-0.15%"
"10/12/2009","9,885.80","9,865.24","9,931.82","9,849.37","158.85M","0.21%"
"10/09/2009","9,864.94","9,786.04","9,865.01","9,764.88","161.12M","0.80%"
"10/08/2009","9,786.87","9,728.22","9,836.67","9,728.07","209.58M","0.63%"
"10/07/2009","9,725.58","9,725.69","9,740.32","9,675.62","167.65M","-0.06%"
"10/06/2009","9,731.25","9,601.26","9,774.32","9,601.26","206.02M","1.37%"
"10/05/2009","9,599.75","9,488.73","9,625.06","9,481.09","173.85M","1.18%"
"10/02/2009","9,487.67","9,507.62","9,524.78","9,430.08","219.75M","-0.23%"
"10/01/2009","9,509.28","9,711.60","9,711.67","9,500.37","266.99M","-2.09%"
"09/30/2009","9,712.28","9,741.83","9,776.82","9,608.59","268.39M","-0.31%"
"09/29/2009","9,742.20","9,789.74","9,834.48","9,739.11","153.99M","-0.48%"
"09/28/2009","9,789.36","9,663.23","9,823.67","9,663.23","163.78M","1.28%"
"09/25/2009","9,665.19","9,706.68","9,735.93","9,641.01","189.35M","-0.44%"
"09/24/2009","9,707.44","9,749.99","9,805.39","9,666.03","201.89M","-0.42%"
"09/23/2009","9,748.55","9,830.63","9,917.99","9,740.84","233.33M","-0.83%"
"09/22/2009","9,829.87","9,779.61","9,843.40","9,771.91","194.62M","0.52%"
"09/21/2009","9,778.86","9,818.61","9,818.69","9,725.88","172.83M","-0.42%"
"09/18/2009","9,820.20","9,784.75","9,847.71","9,784.68","424.93M","0.37%"
"09/17/2009","9,783.92","9,789.82","9,854.58","9,749.46","225.47M","-0.08%"
"09/16/2009","9,791.71","9,683.71","9,799.72","9,679.18","241.27M","1.12%"
"09/15/2009","9,683.41","9,626.42","9,713.71","9,580.93","224.03M","0.59%"
"09/14/2009","9,626.80","9,598.08","9,631.11","9,535.96","196.48M","0.22%"
"09/11/2009","9,605.41","9,625.44","9,649.85","9,571.56","196.76M","-0.23%"
"09/10/2009","9,627.48","9,546.54","9,633.00","9,508.22","234.13M","0.84%"
"09/09/2009","9,547.22","9,496.59","9,577.22","9,476.18","190.82M","0.53%"
"09/08/2009","9,497.34","9,440.13","9,511.02","9,439.98","202.37M","0.59%"
"09/04/2009","9,441.27","9,345.36","9,445.72","9,321.63","152.40M","1.03%"
"09/03/2009","9,344.61","9,282.03","9,350.27","9,252.93","168.75M","0.69%"
"09/02/2009","9,280.67","9,306.21","9,330.93","9,262.30","175.20M","-0.32%"
"09/01/2009","9,310.60","9,492.32","9,557.95","9,292.08","267.68M","-1.96%"
"08/31/2009","9,496.28","9,542.91","9,543.06","9,436.13","201.60M","-0.50%"
"08/28/2009","9,544.20","9,582.74","9,630.20","9,495.98","205.77M","-0.38%"
"08/27/2009","9,580.63","9,541.63","9,609.72","9,459.40","163.98M","0.39%"
"08/26/2009","9,543.52","9,538.61","9,582.97","9,485.78","154.67M","0.04%"
"08/25/2009","9,539.29","9,509.21","9,620.00","9,508.98","173.89M","0.32%"
"08/24/2009","9,509.28","9,506.18","9,587.73","9,486.23","190.59M","0.03%"
"08/21/2009","9,505.96","9,347.86","9,519.11","9,347.25","293.53M","1.67%"
"08/20/2009","9,350.05","9,278.55","9,363.95","9,267.97","151.74M","0.76%"
"08/19/2009","9,279.16","9,208.68","9,313.09","9,131.94","176.91M","0.66%"
"08/18/2009","9,217.94","9,134.36","9,233.51","9,134.36","158.53M","0.90%"
"08/17/2009","9,135.34","9,313.85","9,313.85","9,116.52","207.10M","-2.00%"
"08/14/2009","9,321.40","9,398.04","9,401.97","9,232.83","172.78M","-0.82%"
"08/13/2009","9,398.19","9,362.29","9,406.50","9,305.31","145.62M","0.39%"
"08/12/2009","9,361.61","9,236.06","9,424.11","9,221.02","197.42M","1.30%"
"08/11/2009","9,241.45","9,334.33","9,334.33","9,216.88","171.38M","-1.03%"
"08/10/2009","9,337.95","9,368.41","9,371.96","9,290.34","161.37M","-0.34%"
"08/07/2009","9,370.07","9,258.45","9,437.71","9,258.45","216.60M","1.23%"
"08/06/2009","9,256.26","9,277.19","9,325.11","9,208.80","244.45M","-0.27%"
"08/05/2009","9,280.97","9,315.36","9,318.08","9,206.45","236.61M","-0.42%"
"08/04/2009","9,320.19","9,285.05","9,321.10","9,250.74","195.99M","0.36%"
"08/03/2009","9,286.56","9,173.65","9,298.43","9,173.65","221.69M","1.25%"
"07/31/2009","9,171.61","9,154.61","9,218.77","9,133.45","265.57M","0.19%"
"07/30/2009","9,154.46","9,072.84","9,246.43","9,072.61","232.41M","0.92%"
"07/29/2009","9,070.72","9,092.34","9,094.83","9,014.19","190.51M","-0.29%"
"07/28/2009","9,096.72","9,106.92","9,124.91","9,007.47","198.27M","-0.13%"
"07/27/2009","9,108.51","9,093.09","9,123.40","9,034.52","176.84M","0.17%"
"07/24/2009","9,093.24","9,066.11","9,100.88","9,007.39","214.31M","0.26%"
"07/23/2009","9,069.29","8,882.31","9,096.72","8,866.44","274.76M","2.12%"
"07/22/2009","8,881.26","8,912.39","8,949.80","8,860.32","199.01M","-0.39%"
"07/21/2009","8,915.94","8,848.15","8,927.13","8,811.27","218.91M","0.77%"
"07/20/2009","8,848.15","8,746.05","8,854.80","8,745.90","213.73M","1.19%"
"07/17/2009","8,743.94","8,711.89","8,754.29","8,674.41","301.41M","0.37%"
"07/16/2009","8,711.82","8,612.66","8,739.55","8,584.40","216.58M","1.11%"
"07/15/2009","8,616.21","8,363.95","8,628.23","8,363.95","305.00M","3.07%"
"07/14/2009","8,359.49","8,331.37","8,361.23","8,285.20","189.17M","0.33%"
"07/13/2009","8,331.68","8,146.82","8,331.68","8,130.42","253.52M","2.27%"
"07/10/2009","8,146.52","8,182.49","8,183.85","8,093.31","174.26M","-0.45%"
"07/09/2009","8,183.17","8,179.01","8,228.67","8,145.31","192.66M","0.06%"
"07/08/2009","8,178.41","8,157.02","8,219.52","8,087.19","325.25M","0.18%"
"07/07/2009","8,163.60","8,324.95","8,326.31","8,154.38","210.88M","-1.94%"
"07/06/2009","8,324.87","8,279.30","8,327.97","8,205.99","206.90M","0.53%"
"07/02/2009","8,280.74","8,503.00","8,503.23","8,280.74","157.80M","-2.63%"
"07/01/2009","8,504.06","8,447.53","8,580.47","8,447.53","184.60M","0.68%"
"06/30/2009","8,447.00","8,528.93","8,560.44","8,393.95","233.34M","-0.97%"
"06/29/2009","8,529.38","8,440.13","8,533.23","8,429.09","216.48M","1.08%"
"06/26/2009","8,438.39","8,468.54","8,468.77","8,401.36","307.64M","-0.40%"
"06/25/2009","8,472.40","8,299.25","8,490.46","8,259.43","222.54M","2.08%"
"06/24/2009","8,299.86","8,323.51","8,428.41","8,259.88","189.43M","-0.28%"
"06/23/2009","8,322.91","8,340.44","8,370.90","8,286.41","237.15M","-0.19%"
"06/22/2009","8,339.01","8,538.52","8,538.83","8,334.55","291.24M","-2.35%"
"06/19/2009","8,539.73","8,556.96","8,616.59","8,496.73","528.71M","-0.19%"
"06/18/2009","8,555.60","8,496.73","8,590.52","8,475.12","220.05M","0.69%"
"06/17/2009","8,497.18","8,504.36","8,563.01","8,461.29","237.87M","-0.09%"
"06/16/2009","8,504.67","8,612.44","8,643.65","8,499.38","240.69M","-1.25%"
"06/15/2009","8,612.13","8,798.50","8,798.50","8,577.90","230.22M","-2.13%"
"06/12/2009","8,799.26","8,770.01","8,805.53","8,716.73","164.02M","0.32%"
"06/11/2009","8,770.92","8,736.23","8,877.93","8,736.23","249.90M","0.37%"
"06/10/2009","8,739.02","8,763.66","8,834.93","8,639.95","219.92M","-0.27%"
"06/09/2009","8,763.06","8,764.83","8,803.26","8,725.12","187.93M","-0.02%"
"06/08/2009","8,764.49","8,759.35","8,823.97","8,633.07","189.63M","0.02%"
"06/05/2009","8,763.13","8,751.75","8,839.40","8,700.41","254.97M","0.15%"
"06/04/2009","8,750.24","8,665.72","8,751.25","8,634.57","237.80M","0.86%"
"06/03/2009","8,675.28","8,740.07","8,740.39","8,598.38","252.16M","-0.75%"
"06/02/2009","8,740.87","8,721.60","8,787.13","8,693.72","257.56M","0.22%"
"06/01/2009","8,721.44","8,501.53","8,760.70","8,501.29","354.83M","2.60%"
"05/29/2009","8,500.33","8,404.04","8,522.95","8,368.52","361.91M","1.15%"
"05/28/2009","8,403.80","8,300.50","8,434.62","8,246.58","290.73M","1.25%"
"05/27/2009","8,300.02","8,473.65","8,496.59","8,289.35","285.99M","-2.05%"
"05/26/2009","8,473.49","8,275.33","8,495.71","8,226.90","314.76M","2.37%"
"05/22/2009","8,277.32","8,292.21","8,364.14","8,257.17","244.19M","-0.18%"
"05/21/2009","8,292.13","8,416.07","8,416.15","8,221.01","302.28M","-1.54%"
"05/20/2009","8,422.04","8,471.82","8,591.93","8,405.47","468.64M","-0.62%"
"05/19/2009","8,474.85","8,502.48","8,538.01","8,463.54","277.71M","-0.34%"
"05/18/2009","8,504.08","8,270.15","8,511.88","8,270.15","288.28M","2.85%"
"05/15/2009","8,268.64","8,326.22","8,394.96","8,230.17","308.82M","-0.75%"
"05/14/2009","8,331.32","8,285.92","8,376.64","8,273.90","323.80M","0.56%"
"05/13/2009","8,284.89","8,461.80","8,462.04","8,262.43","336.93M","-2.18%"
"05/12/2009","8,469.11","8,419.17","8,517.46","8,365.65","334.84M","0.60%"
"05/11/2009","8,418.77","8,569.23","8,569.23","8,410.33","332.63M","-1.82%"
"05/08/2009","8,574.65","8,410.73","8,587.55","8,410.73","428.42M","1.96%"
"05/07/2009","8,409.85","8,513.56","8,577.19","8,358.00","476.64M","-1.20%"
"05/06/2009","8,512.28","8,403.48","8,518.57","8,403.00","454.48M","1.21%"
"05/05/2009","8,410.65","8,425.55","8,458.12","8,362.78","311.49M","-0.19%"
"05/04/2009","8,426.74","8,213.60","8,434.86","8,213.60","354.49M","2.61%"
"05/01/2009","8,212.41","8,167.41","8,219.81","8,099.31","237.36M","0.54%"
"04/30/2009","8,168.12","8,188.51","8,307.51","8,136.90","341.40M","-0.22%"
"04/29/2009","8,185.73","8,018.31","8,257.57","8,017.91","300.34M","2.11%"
"04/28/2009","8,016.95","8,023.56","8,091.66","7,938.98","274.71M","-0.10%"
"04/27/2009","8,025.00","8,073.82","8,122.56","7,987.16","282.99M","-0.64%"
"04/24/2009","8,076.29","7,957.45","8,127.50","7,957.45","402.72M","1.50%"
"04/23/2009","7,957.06","7,886.81","7,979.44","7,804.21","327.24M","0.89%"
"04/22/2009","7,886.57","7,964.78","8,044.83","7,868.01","387.03M","-1.04%"
"04/21/2009","7,969.56","7,841.73","7,979.20","7,791.95","424.03M","1.63%"
"04/20/2009","7,841.73","8,128.94","8,128.94","7,840.45","453.66M","-3.56%"
"04/17/2009","8,131.33","8,125.43","8,190.66","8,086.88","537.67M","0.07%"
"04/16/2009","8,125.43","8,029.14","8,168.12","7,962.71","359.47M","1.19%"
"04/15/2009","8,029.62","7,914.92","8,041.32","7,870.48","413.28M","1.38%"
"04/14/2009","7,920.18","8,057.41","8,057.41","7,902.26","513.01M","-1.71%"
"04/13/2009","8,057.81","8,082.02","8,113.41","7,963.75","424.25M","-0.32%"
"04/09/2009","8,083.38","7,839.89","8,087.28","7,839.89","462.06M","3.14%"
"04/08/2009","7,837.11","7,788.68","7,887.52","7,750.85","255.35M","0.61%"
"04/07/2009","7,789.56","7,968.92","7,969.08","7,762.08","276.92M","-2.34%"
"04/06/2009","7,975.85","8,016.16","8,016.16","7,862.20","247.40M","-0.52%"
"04/03/2009","8,017.59","7,980.63","8,019.50","7,897.24","308.21M","0.50%"
"04/02/2009","7,978.08","7,763.99","8,075.73","7,763.99","442.82M","2.79%"
"04/01/2009","7,761.60","7,606.13","7,789.00","7,483.87","361.34M","2.01%"
"03/31/2009","7,608.92","7,523.77","7,725.36","7,523.45","399.84M","1.16%"
"03/30/2009","7,522.02","7,773.31","7,773.39","7,437.59","383.26M","-3.27%"
"03/27/2009","7,776.18","7,922.57","7,922.57","7,735.95","323.65M","-1.87%"
